CCLE_Name,lineage_subtype,id
EFO21_OVARY,ovary_adenocarcinoma,5
C33A_CERVIX,cervical_carcinoma,54
HS944T_SKIN,melanoma,2
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,multiple_myeloma,9
TE441T_SOFT_TISSUE,rhabdomyosarcoma,17
RXF393_KIDNEY,renal_cell_carcinoma,15
SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL,7
HPAC_PANCREAS,exocrine,8
JHH6_LIVER,hepatocellular_carcinoma,40
SNU245_BILIARY_TRACT,cholangiocarcinoma,39
SNU1105_CENTRAL_NERVOUS_SYSTEM,glioma,10
TE8_OESOPHAGUS,esophagus_squamous,44
HPAFII_PANCREAS,exocrine,8
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,hodgkin_lymphoma,22
KYSE180_OESOPHAGUS,esophagus_squamous,44
SKGT2_STOMACH,gastric_adenocarcinoma,16
SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphoma_unspecified,12
BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
NCIH1618_LUNG,SCLC,30
SNU685_ENDOMETRIUM,MMMT,49
SAOS2_BONE,osteosarcoma,25
DMS153_LUNG,SCLC,30
SBC1_LUNG,SCLC,30
PANC0504_PANCREAS,exocrine,8
JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
BC3C_URINARY_TRACT,bladder_carcinoma,3
NCIH64_LUNG,SCLC,30
MKN45_STOMACH,gastric_adenocarcinoma,16
SKNBE2_AUTONOMIC_GANGLIA,neuroblastoma,24
CAL78_BONE,chondrosarcoma,50
MKN7_STOMACH,gastric_adenocarcinoma,16
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AML,0
COLO679_SKIN,melanoma,2
MDAMB436_BREAST,breast_carcinoma,6
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CML,23
SNU620_STOMACH,gastric_adenocarcinoma,16
SF268_CENTRAL_NERVOUS_SYSTEM,glioma,10
JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CML,23
LOUNH91_LUNG,NSCLC,4
NY_BONE,osteosarcoma,25
CP50MELB_SKIN,melanoma,2
MELHO_SKIN,melanoma,2
TC71_BONE,Ewing_sarcoma,13
ESS1_ENDOMETRIUM,endometrial_stromal_sarcoma,59
BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL,7
NCIH209_LUNG,SCLC,30
SNU738_CENTRAL_NERVOUS_SYSTEM,glioma,10
KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,multiple_myeloma,9
MCF7_BREAST,breast_carcinoma,6
NCIH847_LUNG,SCLC,30
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CML,23
TCYIK_CERVIX,cervical_small_cell,81
CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL,7
JHOS4_OVARY,ovary_adenocarcinoma,5
LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL,7
C32_SKIN,melanoma,2
ES1_BONE,Ewing_sarcoma,13
U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,multiple_myeloma,9
SNU899_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_squamous,38
RD_SOFT_TISSUE,rhabdomyosarcoma,17
MLMA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,hairy_cell_leukemia,84
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,multiple_myeloma,9
TCCSUP_URINARY_TRACT,bladder_carcinoma,3
LC1SQ_LUNG,NSCLC,4
CCK81_LARGE_INTESTINE,colorectal_adenocarcinoma,1
OVCA433_OVARY,ovary_adenocarcinoma,5
BHT101_THYROID,thyroid_carcinoma,21
NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AML,0
LCLC97TM1_LUNG,NSCLC,4
CAKI1_KIDNEY,renal_cell_carcinoma,15
EGI1_BILIARY_TRACT,cholangiocarcinoma,39
COLO800_SKIN,melanoma,2
NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
HCC202_BREAST,breast_ductal_carcinoma,14
VMRCMELG_SKIN,melanoma,2
MCCAR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,engineered,82
MHHNB11_AUTONOMIC_GANGLIA,neuroblastoma,24
NCIH510_LUNG,SCLC,30
KPNSI9S_AUTONOMIC_GANGLIA,neuroblastoma,24
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,multiple_myeloma,9
451LU_SKIN,melanoma,2
NCIH226_LUNG,NSCLC,4
CADOES1_BONE,Ewing_sarcoma,13
BFTC905_URINARY_TRACT,bladder_carcinoma,3
HDQP1_BREAST,breast_ductal_carcinoma,14
HUCCT1_BILIARY_TRACT,cholangiocarcinoma,39
CAPAN2_PANCREAS,exocrine,8
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL,7
RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
COV644_OVARY,ovary_adenocarcinoma,5
NCIH720_LUNG,lung_carcinoid,57
HT144_SKIN,melanoma,2
D423MG_CENTRAL_NERVOUS_SYSTEM,glioma,10
HEYA8_OVARY,ovary_adenocarcinoma,5
JHOS3_OVARY,ovary_adenocarcinoma,5
SARC9371_BONE,osteosarcoma,25
CAS1_CENTRAL_NERVOUS_SYSTEM,glioma,10
TE12_OESOPHAGUS,esophagus_squamous,44
COLO829_SKIN,melanoma,2
LC1SQSF_LUNG,NSCLC,4
OE19_OESOPHAGUS,esophagus_squamous,44
OUMS23_LARGE_INTESTINE,colorectal_adenocarcinoma,1
ES3_BONE,Ewing_sarcoma,13
EPLC272H_LUNG,NSCLC,4
PANC0327_PANCREAS,exocrine,8
HT3_CERVIX,cervical_carcinoma,54
SNU478_BILIARY_TRACT,cholangiocarcinoma,39
MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CML,23
WM278_SKIN,melanoma,2
NCIH2342_LUNG,NSCLC,4
NCIH2009_LUNG,NSCLC,4
TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL,7
SNU398_LIVER,hepatocellular_carcinoma,40
RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
DIFI_LARGE_INTESTINE,colorectal_adenocarcinoma,1
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
SW403_LARGE_INTESTINE,colorectal_adenocarcinoma,1
DMS273_LUNG,SCLC,30
HMVII_SKIN,melanoma,2
CORL321_PLEURA,lung_carcinoma,72
KARPAS231_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
MRKNU1_BREAST,breast_carcinoma,6
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL,7
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CML,23
HSC4_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_squamous,38
KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CML,23
BICR16_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_squamous,38
VCAP_PROSTATE,prostate_adenocarcinoma,27
CASKI_CERVIX,cervical_squamous,66
ES5_BONE,Ewing_sarcoma,13
PANC0203_PANCREAS,exocrine,8
HCC1806_BREAST,breast_ductal_carcinoma,14
HUH7_LIVER,hepatocellular_carcinoma,40
MDAMB453_BREAST,breast_carcinoma,6
KMRC2_KIDNEY,renal_cell_carcinoma,15
NCIH1915_LUNG,NSCLC,4
WM793B_SKIN,melanoma,2
OVCAR8_OVARY,ovary_adenocarcinoma,5
EW3_BONE,Ewing_sarcoma,13
SW1116_LARGE_INTESTINE,colorectal_adenocarcinoma,1
KNS60_CENTRAL_NERVOUS_SYSTEM,glioma,10
SW684_SOFT_TISSUE,fibrosarcoma,19
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
SKMEL2_SKIN,melanoma,2
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,hodgkin_lymphoma,22
PCI38_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_squamous,38
SJSA1_BONE,osteosarcoma,25
NCIH23_LUNG,NSCLC,4
